Row ID,Order ID,Order Date,Customer ID,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Region Manager
833,CA-2019-129462,6/16/2019,JE-15745,Consumer,Florence,Kentucky,41042,South,TEC-PH-10002085,Technology,Phones,65.99,1,0,17.1574,Cassandra Brandow
834,CA-2018-165316,7/23/2018,JB-15400,Corporate,Tampa,Florida,33614,South,OFF-AR-10002956,Office Supplies,Art,35.216,2,0.2,2.6412,Cassandra Brandow
835,CA-2018-165316,7/23/2018,JB-15400,Corporate,Tampa,Florida,33614,South,OFF-AP-10003266,Office Supplies,Appliances,23.696,2,0.2,6.5164,Cassandra Brandow
836,CA-2018-165316,7/23/2018,JB-15400,Corporate,Tampa,Florida,33614,South,TEC-MA-10004002,Technology,Machines,265.475,1,0.5,-111.4995,Cassandra Brandow
837,US-2016-115987,9/8/2016,LH-17020,Consumer,Tyler,Texas,75701,Central,OFF-BI-10001071,Office Supplies,Binders,51.184,4,0.8,-79.3352,Kelly Williams
838,US-2019-156083,11/4/2019,JL-15175,Home Office,Columbia,Tennessee,38401,South,OFF-PA-10001560,Office Supplies,Paper,9.664,2,0.2,3.2616,Cassandra Brandow
839,US-2018-137547,3/7/2018,EB-13705,Corporate,Fort Worth,Texas,76106,Central,TEC-PH-10002365,Technology,Phones,21.072,3,0.2,1.5804,Kelly Williams
840,CA-2017-100454,11/20/2017,BM-11650,Corporate,New York City,New York,10035,East,OFF-AR-10004648,Office Supplies,Art,60.45,3,0,16.3215,Chuck Magee
841,CA-2017-100454,11/20/2017,BM-11650,Corporate,New York City,New York,10035,East,OFF-AR-10002578,Office Supplies,Art,11.52,4,0,3.3408,Chuck Magee
842,CA-2017-100454,11/20/2017,BM-11650,Corporate,New York City,New York,10035,East,FUR-BO-10001519,Furniture,Bookcases,186.048,4,0.2,9.3024,Chuck Magee
843,CA-2018-161669,11/7/2018,EM-14095,Corporate,Los Angeles,California,90036,West,OFF-BI-10001294,Office Supplies,Binders,37.44,4,0.2,11.7,Anna Andreadi
844,CA-2018-161669,11/7/2018,EM-14095,Corporate,Los Angeles,California,90036,West,OFF-BI-10001636,Office Supplies,Binders,26.976,4,0.2,8.7672,Anna Andreadi
845,CA-2018-161669,11/7/2018,EM-14095,Corporate,Los Angeles,California,90036,West,OFF-SU-10002503,Office Supplies,Supplies,11.36,2,0,3.2944,Anna Andreadi
846,CA-2018-161669,11/7/2018,EM-14095,Corporate,Los Angeles,California,90036,West,OFF-LA-10004093,Office Supplies,Labels,14.62,2,0,6.8714,Anna Andreadi
847,CA-2017-114300,10/13/2017,AF-10885,Consumer,Louisville,Kentucky,40214,South,TEC-PH-10001552,Technology,Phones,83.72,7,0,23.4416,Cassandra Brandow
848,CA-2017-114300,10/13/2017,AF-10885,Consumer,Louisville,Kentucky,40214,South,FUR-CH-10001891,Furniture,Chairs,287.94,3,0,77.7438,Cassandra Brandow
849,CA-2019-107503,1/1/2019,GA-14725,Consumer,Lorain,Ohio,44052,East,FUR-FU-10003878,Furniture,Furnishings,48.896,4,0.2,8.5568,Chuck Magee
850,CA-2016-107755,2/7/2016,CK-12760,Corporate,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,115.36,7,0,49.6048,Chuck Magee
851,CA-2018-152534,6/20/2018,DP-13105,Corporate,Salinas,California,93905,West,OFF-AR-10002335,Office Supplies,Art,5.16,2,0,1.3416,Anna Andreadi
852,CA-2018-152534,6/20/2018,DP-13105,Corporate,Salinas,California,93905,West,OFF-PA-10001870,Office Supplies,Paper,38.88,6,0,18.6624,Anna Andreadi
853,CA-2018-113747,5/28/2018,VD-21670,Consumer,Jackson,Mississippi,39212,South,OFF-AR-10003373,Office Supplies,Art,185.88,6,0,50.1876,Cassandra Brandow
854,CA-2018-123274,2/19/2018,GT-14710,Consumer,New York City,New York,10035,East,FUR-FU-10004090,Furniture,Furnishings,44.46,2,0,14.6718,Chuck Magee
855,CA-2018-123274,2/19/2018,GT-14710,Consumer,New York City,New York,10035,East,OFF-ST-10000736,Office Supplies,Storage,242.94,3,0,9.7176,Chuck Magee
856,CA-2016-125612,8/3/2016,BK-11260,Consumer,New York City,New York,10035,East,OFF-PA-10001019,Office Supplies,Paper,39.96,2,0,18.7812,Chuck Magee
857,CA-2016-125612,8/3/2016,BK-11260,Consumer,New York City,New York,10035,East,OFF-SU-10002537,Office Supplies,Supplies,102.3,10,0,26.598,Chuck Magee
858,CA-2016-125612,8/3/2016,BK-11260,Consumer,New York City,New York,10035,East,OFF-ST-10003221,Office Supplies,Storage,21.36,2,0,5.7672,Chuck Magee
859,CA-2019-161984,4/10/2019,SJ-20125,Home Office,New Brunswick,New Jersey,8901,East,OFF-PA-10004569,Office Supplies,Paper,7.61,1,0,3.5767,Chuck Magee
860,CA-2019-161984,4/10/2019,SJ-20125,Home Office,New Brunswick,New Jersey,8901,East,OFF-FA-10000624,Office Supplies,Fasteners,7.16,2,0,3.58,Chuck Magee
861,CA-2016-133851,6/9/2016,CM-12445,Consumer,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,7.36,2,0,0.1472,Anna Andreadi
862,CA-2016-133851,6/9/2016,CM-12445,Consumer,San Francisco,California,94122,West,OFF-AR-10003752,Office Supplies,Art,23.1,2,0,10.626,Anna Andreadi
863,CA-2018-134474,1/5/2018,AJ-10795,Corporate,Jacksonville,Florida,32216,South,TEC-AC-10001714,Technology,Accessories,191.472,6,0.2,40.6878,Cassandra Brandow
864,CA-2018-134474,1/5/2018,AJ-10795,Corporate,Jacksonville,Florida,32216,South,OFF-AR-10003958,Office Supplies,Art,5.248,2,0.2,0.5904,Cassandra Brandow
865,CA-2018-134474,1/5/2018,AJ-10795,Corporate,Jacksonville,Florida,32216,South,TEC-PH-10002923,Technology,Phones,59.184,2,0.2,5.1786,Cassandra Brandow
866,CA-2016-149020,1/10/2016,AJ-10780,Corporate,Springfield,Virginia,22153,South,OFF-LA-10004272,Office Supplies,Labels,2.89,1,0,1.3583,Cassandra Brandow
867,CA-2016-149020,1/10/2016,AJ-10780,Corporate,Springfield,Virginia,22153,South,FUR-FU-10000965,Furniture,Furnishings,51.94,1,0,21.2954,Cassandra Brandow
868,CA-2018-134362,9/29/2018,LS-16945,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-LA-10004853,Office Supplies,Labels,15.936,4,0.2,5.1792,Chuck Magee
869,CA-2016-136742,4/6/2016,GP-14740,Corporate,Lancaster,Pennsylvania,17602,East,OFF-BI-10003719,Office Supplies,Binders,44.91,6,0.7,-35.928,Chuck Magee
870,CA-2018-158099,9/3/2018,PK-18910,Home Office,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000545,Office Supplies,Binders,1141.47,5,0.7,-760.98,Chuck Magee
871,CA-2018-158099,9/3/2018,PK-18910,Home Office,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002496,Technology,Phones,280.782,3,0.4,-46.797,Chuck Magee
872,CA-2017-131128,10/19/2017,TB-21520,Consumer,Concord,New Hampshire,3301,East,OFF-PA-10003591,Office Supplies,Paper,34.44,3,0,17.22,Chuck Magee
873,CA-2016-148488,12/10/2016,SM-20005,Consumer,New York City,New York,10009,East,OFF-PA-10004470,Office Supplies,Paper,11.36,2,0,5.2256,Chuck Magee
874,CA-2016-148488,12/10/2016,SM-20005,Consumer,New York City,New York,10009,East,OFF-BI-10000315,Office Supplies,Binders,106.344,7,0.2,37.2204,Chuck Magee
875,CA-2019-114636,8/25/2019,GA-14725,Consumer,Charlotte,North Carolina,28205,South,OFF-PA-10001790,Office Supplies,Paper,192.16,5,0.2,67.256,Cassandra Brandow
876,CA-2018-116736,1/17/2018,CC-12430,Home Office,Concord,New Hampshire,3301,East,FUR-FU-10004017,Furniture,Furnishings,322.59,3,0,64.518,Chuck Magee
877,CA-2018-116736,1/17/2018,CC-12430,Home Office,Concord,New Hampshire,3301,East,TEC-AC-10003628,Technology,Accessories,29.99,1,0,13.1956,Chuck Magee
878,CA-2018-116736,1/17/2018,CC-12430,Home Office,Concord,New Hampshire,3301,East,TEC-AC-10002049,Technology,Accessories,371.97,3,0,66.9546,Chuck Magee
879,US-2016-158638,9/17/2016,AG-10765,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003712,Office Supplies,Binders,5.892,4,0.7,-4.1244,Chuck Magee
880,CA-2019-111689,11/30/2019,HP-14815,Home Office,New York City,New York,10024,East,OFF-BI-10003984,Office Supplies,Binders,68.472,3,0.2,23.1093,Chuck Magee
881,CA-2019-111689,11/30/2019,HP-14815,Home Office,New York City,New York,10024,East,FUR-CH-10004287,Furniture,Chairs,1242.9,5,0.1,262.39,Chuck Magee
882,CA-2017-129098,10/9/2017,DK-13090,Consumer,Springfield,Virginia,22153,South,OFF-ST-10001321,Office Supplies,Storage,30.84,2,0,8.3268,Cassandra Brandow
883,US-2019-123463,12/23/2019,GZ-14470,Consumer,San Francisco,California,94109,West,OFF-AR-10001118,Office Supplies,Art,13.48,4,0,5.9312,Anna Andreadi
884,CA-2018-165148,10/22/2018,PM-19135,Home Office,Detroit,Michigan,48227,Central,FUR-FU-10000732,Furniture,Furnishings,31.4,5,0,10.048,Kelly Williams
885,CA-2016-134061,4/29/2016,LL-16840,Consumer,Rochester,New York,14609,East,FUR-FU-10001424,Furniture,Furnishings,17.46,2,0,5.9364,Chuck Magee
886,CA-2017-143602,4/25/2017,JS-15595,Corporate,Los Angeles,California,90045,West,OFF-BI-10002071,Office Supplies,Binders,13.944,3,0.2,4.5318,Anna Andreadi
887,CA-2019-115364,6/26/2019,OT-18730,Consumer,San Diego,California,92105,West,OFF-ST-10002486,Office Supplies,Storage,83.76,12,0,1.6752,Anna Andreadi
888,CA-2019-150707,10/14/2019,EL-13735,Home Office,Columbia,Maryland,21044,East,OFF-BI-10001078,Office Supplies,Binders,37.66,7,0,18.4534,Chuck Magee
889,CA-2016-104976,12/9/2016,CK-12760,Corporate,San Francisco,California,94122,West,OFF-PA-10003845,Office Supplies,Paper,34.68,6,0,16.9932,Anna Andreadi
890,CA-2019-132934,6/20/2019,JE-15475,Consumer,New Rochelle,New York,10801,East,TEC-AC-10000927,Technology,Accessories,149.95,5,0,14.995,Chuck Magee
891,CA-2019-132934,6/20/2019,JE-15475,Consumer,New Rochelle,New York,10801,East,OFF-BI-10001098,Office Supplies,Binders,51.312,3,0.2,18.6006,Chuck Magee
892,CA-2019-133256,6/26/2019,TH-21550,Home Office,Detroit,Michigan,48227,Central,OFF-PA-10001622,Office Supplies,Paper,4.54,1,0,2.043,Kelly Williams
893,CA-2019-133256,6/26/2019,TH-21550,Home Office,Detroit,Michigan,48227,Central,OFF-AR-10003158,Office Supplies,Art,15.92,4,0,5.4128,Kelly Williams
894,CA-2019-133256,6/26/2019,TH-21550,Home Office,Detroit,Michigan,48227,Central,TEC-PH-10002660,Technology,Phones,543.92,8,0,135.98,Kelly Williams
895,CA-2018-105494,11/10/2018,PC-18745,Corporate,San Francisco,California,94122,West,OFF-ST-10002205,Office Supplies,Storage,155.82,7,0,42.0714,Anna Andreadi
896,CA-2018-105494,11/10/2018,PC-18745,Corporate,San Francisco,California,94122,West,OFF-BI-10003364,Office Supplies,Binders,70.008,3,0.2,24.5028,Anna Andreadi
897,CA-2018-140634,10/3/2018,HL-15040,Consumer,Houston,Texas,77095,Central,OFF-EN-10001099,Office Supplies,Envelopes,15.648,2,0.2,5.0856,Kelly Williams
898,CA-2016-144407,9/9/2016,MS-17365,Consumer,Detroit,Michigan,48227,Central,OFF-LA-10003923,Office Supplies,Labels,103.6,7,0,51.8,Kelly Williams
899,CA-2019-160983,10/29/2019,GB-14530,Corporate,Auburn,New York,13021,East,OFF-PA-10002250,Office Supplies,Paper,46.96,8,0,22.5408,Chuck Magee
900,US-2018-114622,4/10/2018,JR-16210,Corporate,Springfield,Ohio,45503,East,OFF-BI-10004716,Office Supplies,Binders,8.904,2,0.7,-6.5296,Chuck Magee
901,CA-2019-150959,11/11/2019,TD-20995,Consumer,Garland,Texas,75043,Central,OFF-LA-10001045,Office Supplies,Labels,10.44,5,0.2,3.393,Kelly Williams
902,CA-2019-150959,11/11/2019,TD-20995,Consumer,Garland,Texas,75043,Central,OFF-BI-10001510,Office Supplies,Binders,18.336,4,0.8,-32.088,Kelly Williams
903,CA-2019-132353,9/15/2019,DB-13060,Consumer,Chicago,Illinois,60653,Central,TEC-PH-10004536,Technology,Phones,323.976,3,0.2,20.2485,Kelly Williams
904,CA-2018-130477,4/8/2018,LC-17140,Consumer,Los Angeles,California,90032,West,OFF-PA-10002947,Office Supplies,Paper,20.04,3,0,9.6192,Anna Andreadi
905,CA-2018-130477,4/8/2018,LC-17140,Consumer,Los Angeles,California,90032,West,OFF-ST-10002583,Office Supplies,Storage,64.96,2,0,2.5984,Anna Andreadi
906,CA-2018-130477,4/8/2018,LC-17140,Consumer,Los Angeles,California,90032,West,OFF-PA-10000019,Office Supplies,Paper,12.96,2,0,6.2208,Anna Andreadi
907,CA-2019-143259,12/30/2019,PO-18865,Consumer,New York City,New York,10009,East,FUR-BO-10003441,Furniture,Bookcases,323.136,4,0.2,12.1176,Chuck Magee
908,CA-2019-143259,12/30/2019,PO-18865,Consumer,New York City,New York,10009,East,TEC-PH-10004774,Technology,Phones,90.93,7,0,2.7279,Chuck Magee
909,CA-2019-143259,12/30/2019,PO-18865,Consumer,New York City,New York,10009,East,OFF-BI-10003684,Office Supplies,Binders,52.776,3,0.2,19.791,Chuck Magee
910,CA-2019-137596,9/2/2019,BE-11335,Home Office,Jackson,Michigan,49201,Central,TEC-PH-10001494,Technology,Phones,1199.8,4,0,323.946,Kelly Williams
911,CA-2019-137596,9/2/2019,BE-11335,Home Office,Jackson,Michigan,49201,Central,TEC-AC-10004666,Technology,Accessories,1928.78,7,0,829.3754,Kelly Williams
912,CA-2019-137596,9/2/2019,BE-11335,Home Office,Jackson,Michigan,49201,Central,OFF-ST-10003816,Office Supplies,Storage,352.38,2,0,81.0474,Kelly Williams
913,CA-2017-133627,5/31/2017,SC-20050,Home Office,Norwich,Connecticut,6360,East,FUR-FU-10001935,Furniture,Furnishings,22.2,6,0,9.102,Chuck Magee
914,CA-2019-102519,11/27/2019,BM-11650,Corporate,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091,Furniture,Furnishings,46.94,1,0,19.2454,Kelly Williams
915,CA-2019-102519,11/27/2019,BM-11650,Corporate,Milwaukee,Wisconsin,53209,Central,TEC-AC-10001772,Technology,Accessories,143.73,9,0,56.0547,Kelly Williams
916,US-2016-141215,6/15/2016,KL-16555,Corporate,San Antonio,Texas,78207,Central,FUR-TA-10001520,Furniture,Tables,99.918,2,0.3,-18.5562,Kelly Williams
917,US-2016-141215,6/15/2016,KL-16555,Corporate,San Antonio,Texas,78207,Central,FUR-CH-10003379,Furniture,Chairs,797.944,4,0.3,-56.996,Kelly Williams
918,US-2016-141215,6/15/2016,KL-16555,Corporate,San Antonio,Texas,78207,Central,OFF-BI-10002706,Office Supplies,Binders,8.568,3,0.8,-14.5656,Kelly Williams
919,CA-2018-165218,3/5/2018,RW-19630,Corporate,Dallas,Texas,75220,Central,OFF-EN-10000056,Office Supplies,Envelopes,149.352,3,0.2,50.4063,Kelly Williams
920,CA-2018-165218,3/5/2018,RW-19630,Corporate,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,12.992,1,0.2,-0.812,Kelly Williams
921,CA-2016-138296,12/5/2016,RC-19825,Consumer,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,24.56,2,0,6.8768,Cassandra Brandow
922,CA-2017-111164,4/11/2017,SE-20110,Consumer,New York City,New York,10009,East,TEC-AC-10002473,Technology,Accessories,85.14,3,0,34.9074,Chuck Magee
923,CA-2017-111164,4/11/2017,SE-20110,Consumer,New York City,New York,10009,East,TEC-PH-10004531,Technology,Phones,21.99,1,0,10.5552,Chuck Magee
924,CA-2017-111164,4/11/2017,SE-20110,Consumer,New York City,New York,10009,East,OFF-AP-10004487,Office Supplies,Appliances,406.6,5,0,113.848,Chuck Magee
925,CA-2018-149797,9/15/2018,AH-10075,Corporate,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,841.568,2,0.2,294.5488,Chuck Magee
926,CA-2016-132962,9/13/2016,JM-15535,Consumer,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,15.552,3,0.2,5.4432,Chuck Magee
927,CA-2016-132962,9/13/2016,JM-15535,Consumer,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,252,5,0.2,53.55,Chuck Magee
928,CA-2017-115091,10/5/2017,JJ-15760,Home Office,Springfield,Virginia,22153,South,OFF-AR-10000658,Office Supplies,Art,46.2,4,0,12.936,Cassandra Brandow
929,CA-2017-115091,10/5/2017,JJ-15760,Home Office,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,28.84,2,0,9.5172,Cassandra Brandow
930,CA-2019-144932,4/14/2019,AB-10165,Consumer,Toledo,Ohio,43615,East,OFF-AR-10003560,Office Supplies,Art,14.592,3,0.2,2.5536,Chuck Magee
931,CA-2019-144932,4/14/2019,AB-10165,Consumer,Toledo,Ohio,43615,East,OFF-AR-10001468,Office Supplies,Art,89.856,3,0.2,21.3408,Chuck Magee
932,CA-2019-144932,4/14/2019,AB-10165,Consumer,Toledo,Ohio,43615,East,OFF-PA-10004971,Office Supplies,Paper,13.872,3,0.2,5.0286,Chuck Magee
933,CA-2019-114216,9/2/2019,RK-19300,Consumer,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002195,Office Supplies,Paper,12.192,3,0.2,4.1148,Chuck Magee
934,CA-2018-140081,6/20/2018,CG-12040,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001745,Office Supplies,Paper,45.056,8,0.2,15.2064,Chuck Magee
935,CA-2018-140081,6/20/2018,CG-12040,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004826,Office Supplies,Binders,29.718,6,0.7,-21.7932,Chuck Magee
936,CA-2018-140081,6/20/2018,CG-12040,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001870,Office Supplies,Paper,15.552,3,0.2,5.4432,Chuck Magee
937,CA-2018-140081,6/20/2018,CG-12040,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-AP-10001058,Office Supplies,Appliances,447.696,2,0.2,33.5772,Chuck Magee
938,US-2019-111745,11/5/2019,RA-19885,Corporate,Farmington,New Mexico,87401,West,TEC-AC-10003911,Technology,Accessories,159.99,1,0,54.3966,Anna Andreadi
939,CA-2017-148250,12/13/2017,RP-19270,Corporate,Riverside,California,92503,West,OFF-PA-10000289,Office Supplies,Paper,12.96,2,0,6.2208,Anna Andreadi
940,CA-2017-148250,12/13/2017,RP-19270,Corporate,Riverside,California,92503,West,OFF-AP-10003040,Office Supplies,Appliances,134.48,4,0,34.9648,Anna Andreadi
941,CA-2018-105760,6/19/2018,KC-16255,Corporate,San Francisco,California,94110,West,OFF-PA-10000350,Office Supplies,Paper,17.12,2,0,8.0464,Anna Andreadi
942,CA-2018-142958,12/13/2018,RW-19630,Corporate,Torrance,California,90503,West,OFF-BI-10001759,Office Supplies,Binders,6.096,2,0.2,2.2098,Anna Andreadi
943,CA-2018-142958,12/13/2018,RW-19630,Corporate,Torrance,California,90503,West,FUR-TA-10000577,Furniture,Tables,1114.272,4,0.2,41.7852,Anna Andreadi
944,CA-2017-120880,5/29/2017,JL-15850,Consumer,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,32.4,5,0,15.552,Anna Andreadi
945,CA-2017-120880,5/29/2017,JL-15850,Consumer,Seattle,Washington,98105,West,OFF-ST-10001496,Office Supplies,Storage,540.57,3,0,140.5482,Anna Andreadi
946,CA-2017-120880,5/29/2017,JL-15850,Consumer,Seattle,Washington,98105,West,OFF-BI-10002931,Office Supplies,Binders,167.76,5,0.2,62.91,Anna Andreadi
947,US-2017-140200,7/26/2017,CA-12775,Consumer,Mesa,Arizona,85204,West,FUR-TA-10002356,Furniture,Tables,393.165,3,0.5,-204.4458,Anna Andreadi
948,US-2019-110576,11/28/2019,RB-19795,Home Office,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003601,Furniture,Furnishings,516.488,7,0.2,-12.9122,Chuck Magee
949,US-2019-110576,11/28/2019,RB-19795,Home Office,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000576,Furniture,Furnishings,1007.232,6,0.2,75.5424,Chuck Magee
950,US-2019-110576,11/28/2019,RB-19795,Home Office,Philadelphia,Pennsylvania,19120,East,FUR-TA-10004154,Furniture,Tables,2065.32,12,0.4,-619.596,Chuck Magee
951,US-2019-110576,11/28/2019,RB-19795,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000788,Office Supplies,Paper,15.552,3,0.2,5.4432,Chuck Magee
952,US-2019-110576,11/28/2019,RB-19795,Home Office,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002479,Office Supplies,Paper,25.344,6,0.2,7.92,Chuck Magee
953,CA-2019-131156,4/3/2019,KH-16360,Consumer,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001940,Furniture,Furnishings,25.472,4,0.2,7.6416,Chuck Magee
954,CA-2019-136539,12/28/2019,GH-14665,Consumer,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,27.168,2,0.2,2.7168,Kelly Williams
955,CA-2019-136539,12/28/2019,GH-14665,Consumer,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,78.8528,2,0.32,-11.596,Kelly Williams
956,CA-2019-119305,11/30/2019,SW-20275,Consumer,Jackson,Mississippi,39212,South,OFF-ST-10000604,Office Supplies,Storage,173.8,5,0,43.45,Cassandra Brandow
957,CA-2019-102414,5/15/2019,JA-15970,Consumer,Phoenix,Arizona,85023,West,TEC-PH-10002923,Technology,Phones,29.592,1,0.2,2.5893,Anna Andreadi
958,CA-2019-102414,5/15/2019,JA-15970,Consumer,Phoenix,Arizona,85023,West,OFF-BI-10004465,Office Supplies,Binders,4.752,2,0.7,-3.168,Anna Andreadi
959,CA-2019-102414,5/15/2019,JA-15970,Consumer,Phoenix,Arizona,85023,West,OFF-PA-10002333,Office Supplies,Paper,15.552,3,0.2,5.6376,Anna Andreadi
960,CA-2017-112571,9/22/2017,DL-12925,Consumer,Oceanside,California,92054,West,FUR-FU-10004188,Furniture,Furnishings,204.6,2,0,53.196,Anna Andreadi
961,CA-2019-152142,11/14/2019,LW-16990,Corporate,San Francisco,California,94110,West,FUR-CH-10002965,Furniture,Chairs,321.568,2,0.2,28.1372,Anna Andreadi
962,CA-2017-160059,11/27/2017,TB-21190,Home Office,Fayetteville,Arkansas,72701,South,OFF-BI-10000145,Office Supplies,Binders,6.24,2,0,3.0576,Cassandra Brandow
963,CA-2018-120859,9/1/2018,CV-12805,Corporate,San Francisco,California,94110,West,OFF-EN-10001335,Office Supplies,Envelopes,21.88,2,0,10.94,Anna Andreadi
964,CA-2016-127488,9/22/2016,MS-17365,Consumer,Boca Raton,Florida,33433,South,OFF-LA-10001613,Office Supplies,Labels,4.608,2,0.2,1.6704,Cassandra Brandow
965,CA-2019-135279,4/9/2019,BS-11800,Home Office,New York City,New York,10011,East,OFF-LA-10004055,Office Supplies,Labels,9.82,2,0,4.8118,Chuck Magee
966,CA-2019-135279,4/9/2019,BS-11800,Home Office,New York City,New York,10011,East,OFF-AR-10004344,Office Supplies,Art,35.97,3,0,9.7119,Chuck Magee
967,CA-2019-135279,4/9/2019,BS-11800,Home Office,New York City,New York,10011,East,OFF-PA-10004621,Office Supplies,Paper,12.96,2,0,6.2208,Chuck Magee
968,CA-2019-135279,4/9/2019,BS-11800,Home Office,New York City,New York,10011,East,OFF-PA-10001281,Office Supplies,Paper,191.6,4,0,91.968,Chuck Magee
969,CA-2019-135279,4/9/2019,BS-11800,Home Office,New York City,New York,10011,East,OFF-LA-10001613,Office Supplies,Labels,8.64,3,0,4.2336,Chuck Magee
970,CA-2019-135279,4/9/2019,BS-11800,Home Office,New York City,New York,10011,East,OFF-ST-10001097,Office Supplies,Storage,501.81,3,0,0,Chuck Magee
971,CA-2016-115791,1/16/2016,DL-13315,Consumer,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,Furniture,Furnishings,127.104,6,0.2,28.5984,Chuck Magee
972,CA-2016-115791,1/16/2016,DL-13315,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,124.2,3,0.4,-31.05,Chuck Magee
973,CA-2016-115791,1/16/2016,DL-13315,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,Binders,18.588,2,0.7,-13.6312,Chuck Magee
974,CA-2016-115791,1/16/2016,DL-13315,Consumer,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,30.072,3,0.2,10.1493,Chuck Magee
975,US-2019-103247,10/5/2019,PO-19195,Home Office,New York City,New York,10011,East,TEC-PH-10003555,Technology,Phones,160.93,7,0,3.2186,Chuck Magee
976,US-2019-103247,10/5/2019,PO-19195,Home Office,New York City,New York,10011,East,OFF-BI-10004492,Office Supplies,Binders,75.792,3,0.2,25.5798,Chuck Magee
977,US-2019-100209,7/9/2019,TD-20995,Consumer,Portland,Oregon,97206,West,OFF-BI-10002012,Office Supplies,Binders,1.08,2,0.7,-0.792,Anna Andreadi
978,CA-2019-159366,1/7/2019,BW-11110,Corporate,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,3059.982,2,0.1,679.996,Kelly Williams
979,CA-2018-145499,5/30/2018,RW-19690,Consumer,Wilmington,North Carolina,28403,South,OFF-BI-10000848,Office Supplies,Binders,3.282,2,0.7,-2.6256,Cassandra Brandow
980,CA-2017-157035,12/9/2017,KB-16600,Corporate,Columbus,Indiana,47201,Central,OFF-PA-10004156,Office Supplies,Paper,34.02,3,0,16.6698,Kelly Williams
981,CA-2018-144939,10/3/2018,EB-13870,Consumer,New York City,New York,10035,East,FUR-CH-10003199,Furniture,Chairs,599.292,6,0.1,93.2232,Chuck Magee
982,CA-2016-163419,11/11/2016,TZ-21580,Consumer,Louisville,Colorado,80027,West,OFF-AR-10000034,Office Supplies,Art,3.392,1,0.2,0.8056,Anna Andreadi
983,CA-2016-163419,11/11/2016,TZ-21580,Consumer,Louisville,Colorado,80027,West,TEC-PH-10000560,Technology,Phones,559.984,2,0.2,55.9984,Anna Andreadi
984,CA-2016-163419,11/11/2016,TZ-21580,Consumer,Louisville,Colorado,80027,West,FUR-CH-10000665,Furniture,Chairs,603.92,5,0.2,75.49,Anna Andreadi
985,CA-2019-100314,9/29/2019,AS-10630,Home Office,Pasadena,Texas,77506,Central,OFF-LA-10001569,Office Supplies,Labels,7.968,2,0.2,2.5896,Kelly Williams
986,CA-2019-100314,9/29/2019,AS-10630,Home Office,Pasadena,Texas,77506,Central,OFF-EN-10000461,Office Supplies,Envelopes,27.968,4,0.2,9.4392,Kelly Williams
987,CA-2019-100314,9/29/2019,AS-10630,Home Office,Pasadena,Texas,77506,Central,TEC-MA-10003066,Technology,Machines,336.51,3,0.4,44.868,Kelly Williams
988,CA-2017-146829,3/10/2017,TS-21340,Consumer,Houston,Texas,77041,Central,OFF-BI-10004022,Office Supplies,Binders,1.112,2,0.8,-1.8904,Kelly Williams
989,CA-2019-167899,5/21/2019,JG-15805,Corporate,Auburn,New York,13021,East,FUR-FU-10004071,Furniture,Furnishings,520.05,5,0,72.807,Chuck Magee
990,CA-2019-167899,5/21/2019,JG-15805,Corporate,Auburn,New York,13021,East,OFF-AR-10001988,Office Supplies,Art,17.97,3,0,5.2113,Chuck Magee
